"","word","n"
"40468","its amazing",25
"40469","its an",25
"40470","jefferson county",25
"40471","jesus said",25
"40472","job training",25
"40473","joe biden",25
"40474","joined a",25
"40475","joined us",25
"40476","joining in",25
"40477","july the",25
"40478","just doesn’t",25
"40479","just doing",25
"40480","just listened",25
"40481","just tweeted",25
"40482","keep reading",25
"40483","keep telling",25
"40484","kept a",25
"40485","key and",25
"40486","kick the",25
"40487","kids for",25
"40488","kitchen is",25
"40489","knew something",25
"40490","know something",25
"40491","known and",25
"40492","knows his",25
"40493","lack the",25
"40494","lady of",25
"40495","land a",25
"40496","land is",25
"40497","large pot",25
"40498","largely because",25
"40499","last september",25
"40500","late friday",25
"40501","late thursday",25
"40502","law but",25
"40503","law which",25
"40504","lawmakers to",25
"40505","lawyers and",25
"40506","lay on",25
"40507","laying down",25
"40508","leap day",25
"40509","leave i",25
"40510","left turn",25
"40511","less i",25
"40512","less in",25
"40513","let's have",25
"40514","let’s just",25
"40515","life how",25
"40516","like just",25
"40517","like more",25
"40518","like why",25
"40519","lines the",25
"40520","literature and",25
"40521","little on",25
"40522","little red",25
"40523","live now",25
"40524","lived here",25
"40525","lived there",25
"40526","lo and",25
"40527","load the",25
"40528","lol did",25
"40529","lol your",25
"40530","long have",25
"40531","looking and",25
"40532","looks more",25
"40533","lost some",25
"40534","lot from",25
"40535","louis in",25
"40536","louis university",25
"40537","love affair",25
"40538","love getting",25
"40539","love he",25
"40540","love hearing",25
"40541","love not",25
"40542","love ur",25
"40543","love will",25
"40544","loving my",25
"40545","loving you",25
"40546","madison county",25
"40547","magic of",25
"40548","make anything",25
"40549","make everything",25
"40550","make new",25
"40551","makes his",25
"40552","making its",25
"40553","man named",25
"40554","management of",25
"40555","manager mike",25
"40556","many wonderful",25
"40557","mark i",25
"40558","mark in",25
"40559","marry me",25
"40560","mateo county",25
"40561","mayor michael",25
"40562","me getting",25
"40563","me give",25
"40564","me nothing",25
"40565","me posted",25
"40566","me said",25
"40567","me these",25
"40568","mean anything",25
"40569","meant i",25
"40570","meant it",25
"40571","meantime i",25
"40572","media has",25
"40573","medical examiner's",25
"40574","meet for",25
"40575","memories and",25
"40576","met up",25
"40577","metaphor for",25
"40578","middle name",25
"40579","million budget",25
"40580","million that",25
"40581","million times",25
"40582","mind about",25
"40583","mind was",25
"40584","mine too",25
"40585","minutes remove",25
"40586","mobile app",25
"40587","mom has",25
"40588","moms and",25
"40589","money off",25
"40590","month he",25
"40591","month it",25
"40592","month when",25
"40593","months away",25
"40594","months from",25
"40595","moral of",25
"40596","more attractive",25
"40597","more beautiful",25
"40598","more concerned",25
"40599","more sense",25
"40600","more students",25
"40601","more will",25
"40602","morning before",25
"40603","morning show",25
"40604","morning this",25
"40605","most impressive",25
"40606","mother has",25
"40607","motion picture",25
"40608","moved up",25
"40609","movie or",25
"40610","mr romney",25
"40611","much or",25
"40612","my absolute",25
"40613","my answer",25
"40614","my go",25
"40615","my posts",25
"40616","my sister's",25
"40617","my song",25
"40618","my table",25
"40619","my year",25
"40620","names to",25
"40621","natural history",25
"40622","navigate the",25
"40623","necessary and",25
"40624","needed something",25
"40625","needs in",25
"40626","never find",25
"40627","never gonna",25
"40628","never happen",25
"40629","new girl",25
"40630","new office",25
"40631","new or",25
"40632","new projects",25
"40633","new record",25
"40634","new series",25
"40635","new set",25
"40636","new space",25
"40637","news this",25
"40638","nice little",25
"40639","nice of",25
"40640","night everyone",25
"40641","night if",25
"40642","night she",25
"40643","nine points",25
"40644","nj transit",25
"40645","no immediate",25
"40646","no its",25
"40647","no now",25
"40648","no really",25
"40649","no she",25
"40650","north shore",25
"40651","not ask",25
"40652","not expect",25
"40653","not into",25
"40654","not living",25
"40655","not miss",25
"40656","not said",25
"40657","not show",25
"40658","nothing for",25
"40659","nothing has",25
"40660","nothing short",25
"40661","now don't",25
"40662","now going",25
"40663","now lives",25
"40664","number in",25
"40665","numerous times",25
"40666","nyc for",25
"40667","o lord",25
"40668","obviously not",25
"40669","occurred at",25
"40670","odds with",25
"40671","of agriculture",25
"40672","of anonymity",25
"40673","of articles",25
"40674","of artists",25
"40675","of baby",25
"40676","of back",25
"40677","of boston",25
"40678","of brooklyn",25
"40679","of cases",25
"40680","of civil",25
"40681","of colors",25
"40682","of common",25
"40683","of creative",25
"40684","of deep",25
"40685","of elections",25
"40686","of english",25
"40687","of european",25
"40688","of families",25
"40689","of fine",25
"40690","of full",25
"40691","of ground",25
"40692","of growing",25
"40693","of hockey",25
"40694","of hundreds",25
"40695","of intent",25
"40696","of james",25
"40697","of kentucky",25
"40698","of mary",25
"40699","of oz",25
"40700","of possible",25
"40701","of poverty",25
"40702","of production",25
"40703","of racial",25
"40704","of reality",25
"40705","of resources",25
"40706","of salvation",25
"40707","of shape",25
"40708","of short",25
"40709","of survival",25
"40710","of tears",25
"40711","of video",25
"40712","of weight",25
"40713","off duty",25
"40714","office he",25
"40715","oh please",25
"40716","ok well",25
"40717","ok you",25
"40718","on august",25
"40719","on big",25
"40720","on business",25
"40721","on call",25
"40722","on film",25
"40723","on fridays",25
"40724","on game",25
"40725","on goal",25
"40726","on issues",25
"40727","on land",25
"40728","on nbc",25
"40729","on target",25
"40730","on thanks",25
"40731","on ya",25
"40732","once it's",25
"40733","one about",25
"40734","one left",25
"40735","one like",25
"40736","one lucky",25
"40737","one player",25
"40738","one season",25
"40739","one without",25
"40740","ones for",25
"40741","only ever",25
"40742","only knew",25
"40743","only option",25
"40744","only see",25
"40745","oops i",25
"40746","opening a",25
"40747","opinions and",25
"40748","or has",25
"40749","or possibly",25
"40750","or sell",25
"40751","or use",25
"40752","other agencies",25
"40753","other more",25
"40754","other players",25
"40755","others is",25
"40756","ounces of",25
"40757","our big",25
"40758","our faith",25
"40759","our garden",25
"40760","our history",25
"40761","our newest",25
"40762","out during",25
"40763","outside for",25
"40764","over into",25
"40765","own family",25
"40766","own this",25
"40767","p.m dec",25
"40768","pages in",25
"40769","pan over",25
"40770","panel on",25
"40771","paper bag",25
"40772","paper the",25
"40773","paper towels",25
"40774","parents or",25
"40775","park was",25
"40776","part that",25
"40777","participants will",25
"40778","particularly when",25
"40779","passed and",25
"40780","past is",25
"40781","path that",25
"40782","patterns and",25
"40783","pension system",25
"40784","people aren't",25
"40785","people can't",25
"40786","people did",25
"40787","people may",25
"40788","people might",25
"40789","people often",25
"40790","people seem",25
"40791","perform in",25
"40792","perhaps because",25
"40793","perhaps one",25
"40794","phone hacking",25
"40795","piece is",25
"40796","piece to",25
"40797","place all",25
"40798","place over",25
"40799","place when",25
"40800","plastic bag",25
"40801","play football",25
"40802","playing like",25
"40803","plays for",25
"40804","please d",25
"40805","please remember",25
"40806","pledge to",25
"40807","pockets of",25
"40808","political action",25
"40809","population growth",25
"40810","possibly a",25
"40811","post by",25
"40812","potato salad",25
"40813","power outage",25
"40814","prayers go",25
"40815","prefers to",25
"40816","premier league",25
"40817","pressure is",25
"40818","prices in",25
"40819","primary school",25
"40820","priority for",25
"40821","prison term",25
"40822","probably in",25
"40823","procedures and",25
"40824","process as",25
"40825","professor and",25
"40826","program on",25
"40827","programs the",25
"40828","progress i",25
"40829","projects for",25
"40830","properties in",25
"40831","property to",25
"40832","proposal for",25
"40833","proposed a",25
"40834","protect their",25
"40835","published and",25
"40836","pumpkin pie",25
"40837","purchased a",25
"40838","pushing for",25
"40839","put forth",25
"40840","question in",25
"40841","questions on",25
"40842","quotes from",25
"40843","radio stations",25
"40844","rain the",25
"40845","rank and",25
"40846","rates on",25
"40847","rather a",25
"40848","reach an",25
"40849","reality the",25
"40850","really but",25
"40851","really hoping",25
"40852","reason this",25
"40853","record high",25
"40854","records of",25
"40855","red flag",25
"40856","red pepper",25
"40857","regions of",25
"40858","remain a",25
"40859","remember all",25
"40860","remind myself",25
"40861","repeal the",25
"40862","resistance to",25
"40863","respect of",25
"40864","respect that",25
"40865","revenue from",25
"40866","review for",25
"40867","right handed",25
"40868","right not",25
"40869","ring to",25
"40870","rock hall",25
"40871","rookie of",25
"40872","roots in",25
"40873","roy said",25
"40874","rule out",25
"40875","rules that",25
"40876","run or",25
"40877","running from",25
"40878","runs scored",25
"40879","safe i",25
"40880","said bill",25
"40881","said officials",25
"40882","said referring",25
"40883","said tom",25
"40884","salary cap",25
"40885","same level",25
"40886","saturday evening",25
"40887","say you're",25
"40888","saying it's",25
"40889","scary movie",25
"40890","scenes in",25
"40891","school you",25
"40892","screwed up",25
"40893","seasons of",25
"40894","see anything",25
"40895","see whether",25
"40896","seeds and",25
"40897","seeing some",25
"40898","seem a",25
"40899","seemed so",25
"40900","sent home",25
"40901","separate from",25
"40902","served to",25
"40903","service members",25
"40904","session of",25
"40905","set my",25
"40906","sets in",25
"40907","settled for",25
"40908","seven year",25
"40909","sex offender",25
"40910","shake it",25
"40911","share on",25
"40912","sharp and",25
"40913","she believes",25
"40914","she continued",25
"40915","she grew",25
"40916","she's still",25
"40917","sheep and",25
"40918","sheriff's department",25
"40919","shop with",25
"40920","shot with",25
"40921","shoulder to",25
"40922","shout outs",25
"40923","show i'm",25
"40924","show today",25
"40925","showing in",25
"40926","showing me",25
"40927","shows are",25
"40928","shows you",25
"40929","signing a",25
"40930","simply put",25
"40931","sing to",25
"40932","sitting and",25
"40933","sitting with",25
"40934","sixth inning",25
"40935","skills that",25
"40936","smart enough",25
"40937","so confused",25
"40938","so kind",25
"40939","so nervous",25
"40940","so old",25
"40941","so sexy",25
"40942","so than",25
"40943","so thank",25
"40944","society in",25
"40945","solution for",25
"40946","some kids",25
"40947","some water",25
"40948","someone says",25
"40949","someone should",25
"40950","something this",25
"40951","sometimes he",25
"40952","song by",25
"40953","sound the",25
"40954","south orange",25
"40955","speaking about",25
"40956","special interest",25
"40957","specializing in",25
"40958","speech to",25
"40959","spend your",25
"40960","spin off",25
"40961","sports in",25
"40962","spots on",25
